,num_announcements,num_withdrawals,avg_as_path_length,max_as_path_length,std_as_path_length,duplicate_withdrawals,unique_withdrawn_prefixes,total_records,collector,event,label_str,label
2015-06-12 20:51:00+00:00,4280,302,5.347429906542056,26.0,2.098083890468169,50,59,4582,rrc04,tmnet,normal,0
2015-06-12 20:54:00+00:00,3444,172,5.629500580720093,17.0,2.273748251118712,35,57,3616,rrc04,tmnet,normal,0
2015-06-12 20:57:00+00:00,8394,362,5.7375506314033835,18.0,2.0301757407570773,51,146,8756,rrc04,tmnet,normal,0
2015-06-12 21:00:00+00:00,7685,848,5.384775536759922,16.0,2.0550402591817107,137,153,8533,rrc04,tmnet,normal,0
2015-06-12 21:03:00+00:00,5784,612,5.7012448132780085,28.0,1.8681352451433169,137,150,6396,rrc04,tmnet,normal,0
2015-06-12 21:06:00+00:00,5920,422,5.714020270270271,23.0,2.2546811783055563,81,119,6342,rrc04,tmnet,normal,0
2015-06-12 21:09:00+00:00,6008,539,5.295272969374167,19.0,2.217087501521422,99,189,6547,rrc04,tmnet,normal,0
2015-06-12 21:12:00+00:00,4491,555,5.529280783789802,36.0,3.025641902775752,96,131,5046,rrc04,tmnet,normal,0
2015-06-12 21:15:00+00:00,5468,594,5.3785662033650325,35.0,2.5250887401035347,126,151,6062,rrc04,tmnet,normal,0
2015-06-12 21:18:00+00:00,4100,778,5.484878048780488,21.0,2.151123497663737,148,198,4878,rrc04,tmnet,normal,0
2015-06-12 21:21:00+00:00,3782,482,5.09227921734532,16.0,1.92335932494341,89,149,4264,rrc04,tmnet,normal,0
2015-06-12 21:24:00+00:00,5192,420,5.120184899845917,26.0,1.9884588335789708,102,152,5612,rrc04,tmnet,normal,0
2015-06-12 21:27:00+00:00,6569,343,5.00121784137616,26.0,2.242967062126072,69,198,6912,rrc04,tmnet,normal,0
2015-06-12 21:30:00+00:00,7929,1014,4.787993441795939,24.0,1.9790368440416366,164,245,8943,rrc04,tmnet,normal,0
2015-06-12 21:33:00+00:00,7569,368,5.35632183908046,25.0,2.1644627346862366,96,144,7937,rrc04,tmnet,normal,0
2015-06-12 21:36:00+00:00,5701,825,5.788282757410981,26.0,2.24125724641055,128,158,6526,rrc04,tmnet,normal,0
2015-06-12 21:39:00+00:00,3906,263,4.8568868407578085,13.0,1.920394740953358,47,129,4169,rrc04,tmnet,normal,0
2015-06-12 21:42:00+00:00,3882,573,5.354198866563627,21.0,2.0548867728593434,122,135,4455,rrc04,tmnet,normal,0
2015-06-12 21:45:00+00:00,1792,347,5.475446428571429,16.0,2.579421442741174,88,104,2139,rrc04,tmnet,normal,0
2015-06-12 21:48:00+00:00,6195,314,5.112348668280871,21.0,1.8359606382474405,51,84,6509,rrc04,tmnet,normal,0
2015-06-12 21:51:00+00:00,4042,474,5.895596239485403,17.0,2.6859329712489597,66,109,4516,rrc04,tmnet,normal,0
2015-06-12 21:54:00+00:00,3084,240,5.8005836575875485,21.0,2.3847194423824565,60,78,3324,rrc04,tmnet,normal,0
2015-06-12 21:57:00+00:00,2299,281,5.562853414528056,17.0,2.377733785840867,45,59,2580,rrc04,tmnet,normal,0
2015-06-12 22:00:00+00:00,4280,336,5.670093457943925,20.0,2.1521653930671962,54,96,4616,rrc04,tmnet,normal,0
2015-06-12 22:03:00+00:00,4700,495,5.6848936170212765,24.0,2.3868579652190176,104,131,5195,rrc04,tmnet,normal,0
2015-06-12 22:06:00+00:00,5796,855,6.372670807453416,26.0,2.454451564059498,165,242,6651,rrc04,tmnet,normal,0
2015-06-12 22:09:00+00:00,6549,1153,6.530462666055886,19.0,3.189375128725111,255,291,7702,rrc04,tmnet,normal,0
2015-06-12 22:12:00+00:00,2921,215,5.790825059910989,17.0,2.4980097597644964,43,59,3136,rrc04,tmnet,normal,0
2015-06-12 22:15:00+00:00,3401,266,6.8206409879447225,15.0,3.009960481494836,45,66,3667,rrc04,tmnet,normal,0
2015-06-12 22:18:00+00:00,5408,400,5.466900887573964,31.0,2.567436443720388,78,115,5808,rrc04,tmnet,normal,0
2015-06-12 22:21:00+00:00,1866,255,5.822079314040729,20.0,2.366582542954299,55,74,2121,rrc04,tmnet,normal,0
2015-06-12 22:24:00+00:00,2830,171,5.987985865724381,19.0,2.2069270578497786,38,59,3001,rrc04,tmnet,normal,0
2015-06-12 22:27:00+00:00,5491,375,5.801129120378802,20.0,2.1777183687644084,82,117,5866,rrc04,tmnet,normal,0
2015-06-12 22:30:00+00:00,6117,261,5.428804969756417,20.0,2.237721280324551,52,80,6378,rrc04,tmnet,normal,0
2015-06-12 22:33:00+00:00,4391,483,5.750170803917103,17.0,2.0145755250408497,73,97,4874,rrc04,tmnet,normal,0
2015-06-12 22:36:00+00:00,3027,130,5.613478691774033,17.0,2.2881151164333384,29,36,3157,rrc04,tmnet,normal,0
2015-06-12 22:39:00+00:00,5839,394,5.703031340983045,18.0,2.227859856116107,70,97,6233,rrc04,tmnet,normal,0
2015-06-12 22:42:00+00:00,7768,882,5.830973223480948,16.0,2.366983131651767,224,251,8650,rrc04,tmnet,normal,0
2015-06-12 22:45:00+00:00,2401,462,6.264889629321116,19.0,2.7964047093584625,104,132,2863,rrc04,tmnet,normal,0
2015-06-12 22:48:00+00:00,5503,722,5.51771760857714,16.0,1.6206700532859788,142,184,6225,rrc04,tmnet,normal,0
2015-06-12 22:51:00+00:00,5780,947,5.6842560553633215,27.0,2.230442385598362,246,284,6727,rrc04,tmnet,normal,0
2015-06-12 22:54:00+00:00,7061,388,5.4653731766038804,26.0,2.0788446803171974,81,156,7449,rrc04,tmnet,normal,0
2015-06-12 22:57:00+00:00,3459,185,5.615784908933218,20.0,2.253414622931721,29,55,3644,rrc04,tmnet,normal,0
2015-06-12 23:00:00+00:00,4133,506,5.826760222598597,26.0,2.3890811546408592,75,111,4639,rrc04,tmnet,normal,0
2015-06-12 23:03:00+00:00,3740,286,6.357486631016043,16.0,2.197412210065345,53,65,4026,rrc04,tmnet,normal,0
2015-06-12 23:06:00+00:00,4580,468,5.437336244541485,16.0,2.147559572719848,79,98,5048,rrc04,tmnet,normal,0
2015-06-12 23:09:00+00:00,2307,210,5.617251842219332,18.0,2.4228926759633747,34,58,2517,rrc04,tmnet,normal,0
2015-06-12 23:12:00+00:00,3442,243,6.447995351539802,21.0,2.70875606743506,46,64,3685,rrc04,tmnet,normal,0
2015-06-12 23:15:00+00:00,2954,283,5.634055517941774,16.0,3.0132529436252837,47,74,3237,rrc04,tmnet,normal,0
2015-06-12 23:18:00+00:00,5703,341,6.754339821146765,20.0,3.187045002183904,60,66,6044,rrc04,tmnet,normal,0
2015-06-12 23:21:00+00:00,3941,450,7.053032225323522,24.0,3.359003106398016,91,98,4391,rrc04,tmnet,normal,0
2015-06-12 23:24:00+00:00,4571,249,5.242616495296434,24.0,2.3973997028226948,48,71,4820,rrc04,tmnet,normal,0
2015-06-12 23:27:00+00:00,2159,326,6.355257063455303,24.0,3.107202843412554,62,79,2485,rrc04,tmnet,normal,0
2015-06-12 23:30:00+00:00,2969,317,6.0276187268440555,24.0,2.6899846219921013,70,86,3286,rrc04,tmnet,normal,0
2015-06-12 23:33:00+00:00,2882,315,6.380985426786953,24.0,3.3147242641050054,63,78,3197,rrc04,tmnet,normal,0
2015-06-12 23:36:00+00:00,2408,181,5.311461794019934,24.0,2.370430002071292,31,68,2589,rrc04,tmnet,normal,0
2015-06-12 23:39:00+00:00,5058,324,5.487742190589166,18.0,1.8858141428516506,55,88,5382,rrc04,tmnet,normal,0
2015-06-12 23:42:00+00:00,3979,195,5.270168384016085,24.0,1.998904511938195,29,82,4174,rrc04,tmnet,normal,0
2015-06-12 23:45:00+00:00,3659,194,5.8863077343536485,19.0,2.253338843485681,32,49,3853,rrc04,tmnet,normal,0
2015-06-12 23:48:00+00:00,2848,230,5.841994382022472,26.0,2.568506421234624,36,56,3078,rrc04,tmnet,normal,0
2015-06-12 23:51:00+00:00,3928,286,6.77316700610998,26.0,3.04626962127619,46,119,4214,rrc04,tmnet,normal,0
2015-06-12 23:54:00+00:00,4,0,4.25,6.0,1.0897247358851685,0,0,4,rrc04,tmnet,normal,0
