,num_announcements,num_withdrawals,avg_as_path_length,max_as_path_length,std_as_path_length,duplicate_withdrawals,unique_withdrawn_prefixes,total_records,collector,event,label_str,label
2015-06-12 08:42:00+00:00,144287,210,5.6718831218335675,48.0,1.441860056863759,60,95,144497,rrc04,tmnet,anomalous,1
2015-06-12 08:45:00+00:00,183791,1881,5.864226213470736,31.0,1.6333872235856177,417,1396,185672,rrc04,tmnet,anomalous,1
2015-06-12 08:48:00+00:00,121651,14361,5.756516592547533,44.0,1.8541221306812494,2965,3597,136012,rrc04,tmnet,anomalous,1
2015-06-12 08:51:00+00:00,156209,39304,5.903712334116472,25.0,1.916402151871823,10850,15277,195513,rrc04,tmnet,anomalous,1
2015-06-12 08:54:00+00:00,76530,13462,5.941839801385078,28.0,1.7944996647692593,4221,5713,89992,rrc04,tmnet,anomalous,1
2015-06-12 08:57:00+00:00,77364,2242,5.813918618478879,32.0,1.9970092046097017,75,2066,79606,rrc04,tmnet,anomalous,1
2015-06-12 09:00:00+00:00,42206,2123,5.215703928351419,33.0,1.7399138429614793,368,1417,44329,rrc04,tmnet,anomalous,1
2015-06-12 09:03:00+00:00,58000,358,5.556310344827586,43.0,1.8030055865319436,98,170,58358,rrc04,tmnet,anomalous,1
2015-06-12 09:06:00+00:00,74144,17149,5.473362645662495,32.0,2.0062866210864185,5073,9009,91293,rrc04,tmnet,anomalous,1
2015-06-12 09:09:00+00:00,99679,7503,5.336048716379579,42.0,1.8515963259353725,2792,4167,107182,rrc04,tmnet,anomalous,1
2015-06-12 09:12:00+00:00,55827,1629,5.336127680154764,33.0,1.7060034308238345,414,1004,57456,rrc04,tmnet,anomalous,1
2015-06-12 09:15:00+00:00,67007,2517,5.430208784156879,31.0,1.6303500452366901,855,1052,69524,rrc04,tmnet,anomalous,1
2015-06-12 09:18:00+00:00,60924,1345,5.047173527673823,32.0,1.6157870824347516,301,883,62269,rrc04,tmnet,anomalous,1
2015-06-12 09:21:00+00:00,157040,28572,5.013754457463067,32.0,1.9121303034377017,8043,13216,185612,rrc04,tmnet,anomalous,1
2015-06-12 09:24:00+00:00,52603,3593,5.659791266657795,33.0,1.7303082354055173,941,2322,56196,rrc04,tmnet,anomalous,1
2015-06-12 09:27:00+00:00,119425,56407,6.061829600167469,27.0,1.8838837001099593,5716,42793,175832,rrc04,tmnet,anomalous,1
2015-06-12 09:30:00+00:00,123662,17926,5.931425983729844,44.0,2.2266572247176173,6359,9706,141588,rrc04,tmnet,anomalous,1
2015-06-12 09:33:00+00:00,65394,1678,5.794797687861272,33.0,1.9137494011889262,545,1009,67072,rrc04,tmnet,anomalous,1
2015-06-12 09:36:00+00:00,125690,27921,5.643297000556926,32.0,1.71994976891705,7617,8514,153611,rrc04,tmnet,anomalous,1
2015-06-12 09:39:00+00:00,137818,16585,5.012922840267599,31.0,1.6546164140578643,5771,7740,154403,rrc04,tmnet,anomalous,1
2015-06-12 09:42:00+00:00,52089,2193,5.394152316227994,31.0,1.7052062303534739,541,1621,54282,rrc04,tmnet,anomalous,1
2015-06-12 09:45:00+00:00,86075,11191,5.96835318036596,33.0,1.833080328811874,2956,4458,97266,rrc04,tmnet,anomalous,1
2015-06-12 09:48:00+00:00,83225,9976,5.503033944127366,27.0,1.5981796641366113,2972,5015,93201,rrc04,tmnet,anomalous,1
2015-06-12 09:51:00+00:00,119365,28619,5.7661626104804595,32.0,1.6313364408363238,7525,11500,147984,rrc04,tmnet,anomalous,1
2015-06-12 09:54:00+00:00,38628,11296,5.298436367401885,20.0,1.7037169918730009,2612,3350,49924,rrc04,tmnet,anomalous,1
2015-06-12 09:57:00+00:00,74991,10950,5.352335613606966,33.0,1.765093494833201,2788,5514,85941,rrc04,tmnet,anomalous,1
2015-06-12 10:00:00+00:00,106113,23831,5.860450651663792,21.0,1.6049407322350382,8061,10288,129944,rrc04,tmnet,anomalous,1
2015-06-12 10:03:00+00:00,47519,918,5.702287506050212,24.0,1.8148897526419248,213,625,48437,rrc04,tmnet,anomalous,1
2015-06-12 10:06:00+00:00,74800,5515,5.494986631016043,26.0,1.8515354229074754,1251,3826,80315,rrc04,tmnet,anomalous,1
2015-06-12 10:09:00+00:00,104556,16938,5.538849994261448,33.0,1.800780250855779,5048,8898,121494,rrc04,tmnet,anomalous,1
2015-06-12 10:12:00+00:00,55898,5341,5.521897026727253,31.0,1.7919324279030806,1437,3387,61239,rrc04,tmnet,anomalous,1
2015-06-12 10:15:00+00:00,54617,13990,5.527802698793416,31.0,1.7294327007406476,3992,7119,68607,rrc04,tmnet,anomalous,1
2015-06-12 10:18:00+00:00,60610,11817,5.519534730242534,24.0,1.9373003551041585,3498,5906,72427,rrc04,tmnet,anomalous,1
2015-06-12 10:21:00+00:00,48651,3372,5.270641918973916,32.0,1.659707519050832,1215,1961,52023,rrc04,tmnet,anomalous,1
2015-06-12 10:24:00+00:00,62338,5234,5.000786037408964,31.0,1.6174884087228476,1529,2566,67572,rrc04,tmnet,anomalous,1
2015-06-12 10:27:00+00:00,84866,12803,5.3685928404779295,31.0,1.7262416002449252,3368,5746,97669,rrc04,tmnet,anomalous,1
2015-06-12 10:30:00+00:00,55282,2747,5.46686082269093,48.0,1.9068888206348908,375,2238,58029,rrc04,tmnet,anomalous,1
2015-06-12 10:33:00+00:00,48142,6546,5.331498483652528,32.0,1.877288478934242,1586,1861,54688,rrc04,tmnet,anomalous,1
2015-06-12 10:36:00+00:00,119279,2813,5.149900653090653,31.0,1.8652035725612157,614,727,122092,rrc04,tmnet,anomalous,1
2015-06-12 10:39:00+00:00,86275,469,5.057687626774848,32.0,1.8380753186996672,92,281,86744,rrc04,tmnet,anomalous,1
2015-06-12 10:42:00+00:00,65755,1075,4.785476389628165,33.0,1.4662187521392243,289,597,66830,rrc04,tmnet,anomalous,1
2015-06-12 10:45:00+00:00,65127,1564,5.237397699878699,29.0,1.54704005656075,261,569,66691,rrc04,tmnet,anomalous,1
2015-06-12 10:48:00+00:00,58687,837,4.905992809310409,23.0,1.5056273331112489,140,335,59524,rrc04,tmnet,anomalous,1
2015-06-12 10:51:00+00:00,54699,700,4.5552569516810175,22.0,1.4033630623148206,126,250,55399,rrc04,tmnet,anomalous,1
2015-06-12 10:54:00+00:00,40880,236,4.498801369863013,24.0,1.3997129044733425,52,120,41116,rrc04,tmnet,anomalous,1
2015-06-12 10:57:00+00:00,42864,3868,4.6005505785740946,20.0,1.442184170018711,1740,2069,46732,rrc04,tmnet,anomalous,1
2015-06-12 11:00:00+00:00,61195,2536,4.637584769997549,20.0,1.4299354309528338,413,1527,63731,rrc04,tmnet,anomalous,1
2015-06-12 11:03:00+00:00,46872,718,4.484233657620754,23.0,1.3272578931598917,126,224,47590,rrc04,tmnet,anomalous,1
2015-06-12 11:06:00+00:00,54720,406,4.4302631578947365,19.0,1.180694830015409,74,122,55126,rrc04,tmnet,anomalous,1
2015-06-12 11:09:00+00:00,38303,571,4.448737696786153,27.0,1.3438738136744286,231,262,38874,rrc04,tmnet,anomalous,1
2015-06-12 11:12:00+00:00,44251,1252,4.4940453323088745,39.0,1.5242436866893563,317,401,45503,rrc04,tmnet,anomalous,1
2015-06-12 11:15:00+00:00,42496,1090,4.516236822289157,18.0,1.331216914719643,234,400,43586,rrc04,tmnet,anomalous,1
2015-06-12 11:18:00+00:00,36217,361,4.7608857718750865,29.0,1.4998253092857832,41,219,36578,rrc04,tmnet,anomalous,1
2015-06-12 11:21:00+00:00,35674,187,4.412933789314347,18.0,1.1493564009927755,34,63,35861,rrc04,tmnet,anomalous,1
2015-06-12 11:24:00+00:00,41406,337,4.396633338163551,18.0,1.1578241227433446,78,131,41743,rrc04,tmnet,anomalous,1
2015-06-12 11:27:00+00:00,27010,312,4.506256941873381,18.0,1.287645889001245,57,121,27322,rrc04,tmnet,anomalous,1
2015-06-12 11:30:00+00:00,31097,737,4.947036691642281,20.0,1.625398246421436,183,375,31834,rrc04,tmnet,anomalous,1
2015-06-12 11:33:00+00:00,50207,1408,4.373055550022905,18.0,1.1123716448926968,351,386,51615,rrc04,tmnet,anomalous,1
2015-06-12 11:36:00+00:00,42671,2958,4.49649644957934,18.0,1.3286116195075328,232,2263,45629,rrc04,tmnet,anomalous,1
2015-06-12 11:39:00+00:00,18217,1373,4.577427677444145,19.0,1.4932289080467847,82,1110,19590,rrc04,tmnet,anomalous,1
2015-06-12 11:42:00+00:00,20929,213,4.534473696784366,25.0,1.4939215754675927,38,101,21142,rrc04,tmnet,anomalous,1
2015-06-12 11:45:00+00:00,6434,1386,6.597451041342866,19.0,3.1411563567004044,249,356,7820,rrc04,tmnet,anomalous,1
2015-06-12 11:48:00+00:00,3659,334,6.396829734900246,24.0,4.12160742665133,89,149,3993,rrc04,tmnet,anomalous,1
2015-06-12 11:51:00+00:00,4211,237,5.46924720968891,22.0,1.6778529660113979,45,63,4448,rrc04,tmnet,anomalous,1
