,num_announcements,num_withdrawals,avg_as_path_length,max_as_path_length,std_as_path_length,duplicate_withdrawals,unique_withdrawn_prefixes,total_records,collector,event,label_str,label
2005-05-27 13:06:00+00:00,1301,224,4.662567255956956,25.0,2.016242085819076,52,67,1525,rrc00,moscow,blackout_normal,0
2005-05-27 13:09:00+00:00,1239,231,5.121872477804681,27.0,2.4564975782151364,48,58,1470,rrc00,moscow,blackout_normal,0
2005-05-27 13:12:00+00:00,1317,236,5.627942293090356,21.0,3.028301297740524,51,63,1553,rrc00,moscow,blackout_normal,0
2005-05-27 13:15:00+00:00,1952,186,5.452356557377049,21.0,1.9585313008663903,39,72,2138,rrc00,moscow,blackout_normal,0
2005-05-27 13:18:00+00:00,2284,208,5.42338003502627,17.0,1.8794202428591245,44,62,2492,rrc00,moscow,blackout_normal,0
2005-05-27 13:21:00+00:00,1828,270,5.330415754923414,17.0,2.7971567390426078,40,128,2098,rrc00,moscow,blackout_normal,0
2005-05-27 13:24:00+00:00,1650,342,5.253939393939394,17.0,2.040291035974628,73,101,1992,rrc00,moscow,blackout_normal,0
2005-05-27 13:27:00+00:00,4652,251,6.039337919174549,18.0,2.017645778763492,47,122,4903,rrc00,moscow,blackout_normal,0
2005-05-27 13:30:00+00:00,3100,866,6.527096774193549,23.0,2.496495858454389,112,165,3966,rrc00,moscow,blackout_normal,0
2005-05-27 13:33:00+00:00,3622,916,5.776918829376036,21.0,2.1165482467893932,176,212,4538,rrc00,moscow,blackout_normal,0
2005-05-27 13:36:00+00:00,3440,594,5.37703488372093,24.0,1.9101918931224076,156,166,4034,rrc00,moscow,blackout_normal,0
2005-05-27 13:39:00+00:00,1959,565,5.845329249617151,26.0,2.828258804016742,84,107,2524,rrc00,moscow,blackout_normal,0
2005-05-27 13:42:00+00:00,922,171,5.276572668112799,20.0,2.68248799299677,36,45,1093,rrc00,moscow,blackout_normal,0
2005-05-27 13:45:00+00:00,1110,118,5.06936936936937,28.0,2.600010145260622,26,31,1228,rrc00,moscow,blackout_normal,0
2005-05-27 13:48:00+00:00,1065,151,4.507042253521127,15.0,1.3921972983250133,39,44,1216,rrc00,moscow,blackout_normal,0
2005-05-27 13:51:00+00:00,1764,287,5.457482993197279,28.0,2.195363495087114,47,92,2051,rrc00,moscow,blackout_normal,0
2005-05-27 13:54:00+00:00,1671,258,5.563135846798325,31.0,3.1580252342420225,54,108,1929,rrc00,moscow,blackout_normal,0
2005-05-27 13:57:00+00:00,4115,456,6.301093560145808,19.0,2.3719679797495816,76,151,4571,rrc00,moscow,blackout_normal,0
2005-05-27 14:00:00+00:00,2872,283,5.068941504178273,12.0,1.7077928039437906,65,96,3155,rrc00,moscow,blackout_normal,0
2005-05-27 14:03:00+00:00,1913,318,5.469942498693152,29.0,2.8501998438453704,74,119,2231,rrc00,moscow,blackout_normal,0
2005-05-27 14:06:00+00:00,1345,224,5.407434944237918,29.0,2.7027076675944937,57,77,1569,rrc00,moscow,blackout_normal,0
2005-05-27 14:09:00+00:00,1253,332,5.5363128491620115,17.0,2.614893460458301,61,77,1585,rrc00,moscow,blackout_normal,0
2005-05-27 14:12:00+00:00,1906,205,5.272298006295908,29.0,2.5520476455317658,36,93,2111,rrc00,moscow,blackout_normal,0
2005-05-27 14:15:00+00:00,1126,116,5.858792184724689,30.0,3.7179116110017114,26,46,1242,rrc00,moscow,blackout_normal,0
2005-05-27 14:18:00+00:00,2721,906,5.670709298052187,21.0,1.868613025318076,139,165,3627,rrc00,moscow,blackout_normal,0
2005-05-27 14:21:00+00:00,4941,685,6.48087431693989,29.0,2.774367400940237,145,252,5626,rrc00,moscow,blackout_normal,0
2005-05-27 14:24:00+00:00,3896,761,5.892710472279261,29.0,1.995191407334808,105,151,4657,rrc00,moscow,blackout_normal,0
