num_announcements,num_withdrawals,avg_as_path_length,max_as_path_length,std_as_path_length,duplicate_withdrawals,unique_withdrawn_prefixes,total_records,ann_wit_ratio,ann_diff,wit_diff,ann_roll_std,wit_roll_std
677,160,5.940915805022157,18.0,3.5000815842360797,23,36,837,4.204968944099379,-275.0,8.0,513.2611421110787,25.71640203769614
5183,505,5.304263939803203,16.0,2.183161127266522,73,115,5688,10.243083003952568,-2686.0,-1319.0,1767.0189585852008,775.7527527078561
2030,511,5.997536945812808,22.0,2.471411682978594,114,132,2541,3.96484375,-145.0,60.0,177.9616068742733,107.05761688544587
3661,534,5.059000273149413,20.0,2.2492376893701524,66,250,4195,6.842990654205607,45.0,-36.0,300.77621803103193,168.97041161244942
1996,396,5.608216432865731,18.0,2.48518911859054,61,87,2392,5.027707808564232,195.0,168.0,140.20104603699164,84.04958854504217
1673,425,5.623430962343096,13.0,1.4601217322430382,120,255,2098,3.927230046948357,157.0,95.0,136.53937212419527,68.50547423381602
284,47,5.454225352112676,17.0,1.935950588628437,13,28,331,5.916666666666667,-16.0,-26.0,14.52584388920887,13.114877048607147
4711,1130,5.590532795584801,23.0,2.0179168682308117,150,176,5841,4.165340406719717,2217.0,576.0,1709.2473002825802,444.7474939033785
583,180,5.819897084048027,11.0,1.646290697214258,35,139,763,3.2209944751381214,1.0,-91.0,30.315015099943423,74.1911944460617
2076,487,4.9629094412331405,20.0,1.847007686115524,67,154,2563,4.254098360655738,484.0,239.0,242.3035286089096,126.24183142388965
3982,688,5.3694123556002005,14.0,1.5862602571594366,155,182,4670,5.779390420899855,-1426.0,0.0,1202.4192281351638,346.98751178296556
2824,580,5.2160056657223794,15.0,1.9568862704107275,82,194,3404,4.860585197934595,480.0,271.0,492.5528738319927,136.06738526677339
555,93,5.859459459459459,15.0,1.5275475474163565,17,73,648,5.904255319148936,296.0,-5.0,173.25126302772665,10.969655114592051
637,144,5.100470957613815,9.0,1.0404456981151868,35,80,781,4.393103448275862,42.0,9.0,175.04666084778165,57.046764442283404
2580,293,5.75,11.0,1.1458976373781549,29,254,2873,8.775510204081632,249.0,-15.0,1097.9846690521124,124.06852945046138
486,182,5.179012345679013,15.0,1.7970173768003694,25,150,668,2.6557377049180326,96.0,-71.0,107.18830847636053,53.14445722117545
1174,152,4.891822827938671,13.0,1.640433913166043,25,50,1326,7.673202614379085,-730.0,-105.0,580.5741412813267,54.68394036034179
1510,209,5.472185430463576,11.0,1.1827490113687218,12,194,1719,7.190476190476191,-170.0,71.0,585.8586292557991,45.21430452117253
885,78,5.309604519774012,19.0,2.001459456644011,6,68,963,11.20253164556962,363.0,-3.0,199.51524621922064,127.31457104352747
560,133,5.298214285714286,17.0,1.8818675252666064,43,58,693,4.17910447761194,263.0,84.0,145.65827637052982,44.410959608466676
1287,252,5.551670551670552,15.0,1.4076916879614638,82,165,1539,5.086956521739131,181.0,147.0,241.86979997614233,74.1147758547517
