,num_announcements,num_withdrawals,avg_as_path_length,max_as_path_length,std_as_path_length,duplicate_withdrawals,unique_withdrawn_prefixes,total_records,collector,event,label_str,label
2003-01-05 04:30:00+00:00,58,11,5.431034482758621,10.0,1.4033466031120436,3,8,69,rrc04,slammer,normal,0
2003-01-05 04:33:00+00:00,135,13,4.851851851851852,8.0,0.9776655378901581,2,11,148,rrc04,slammer,normal,0
2003-01-05 04:36:00+00:00,185,39,6.118918918918919,12.0,1.8297596707997796,9,27,224,rrc04,slammer,normal,0
2003-01-05 04:39:00+00:00,212,35,5.797169811320755,12.0,2.0970310345446395,12,23,247,rrc04,slammer,normal,0
2003-01-05 04:42:00+00:00,170,26,5.829411764705882,12.0,2.0147294975000705,6,19,196,rrc04,slammer,normal,0
2003-01-05 04:45:00+00:00,194,10,6.809278350515464,12.0,2.2128296236130667,1,9,204,rrc04,slammer,normal,0
2003-01-05 04:48:00+00:00,627,16,5.221690590111643,11.0,1.1240342358116524,7,9,643,rrc04,slammer,normal,0
2003-01-05 04:51:00+00:00,380,92,5.839473684210526,10.0,1.6328920861762275,1,90,472,rrc04,slammer,normal,0
2003-01-05 04:54:00+00:00,526,163,5.313688212927756,10.0,0.9565080709858464,67,89,689,rrc04,slammer,normal,0
2003-01-05 04:57:00+00:00,276,114,5.2355072463768115,11.0,1.2301938532662877,11,103,390,rrc04,slammer,normal,0
2003-01-05 05:00:00+00:00,297,87,5.461279461279461,11.0,1.5718533462455755,3,84,384,rrc04,slammer,normal,0
2003-01-05 05:03:00+00:00,255,167,4.858823529411764,9.0,0.8964366212493526,59,108,422,rrc04,slammer,normal,0
2003-01-05 05:06:00+00:00,293,109,4.665529010238908,8.0,0.8245835498773741,10,99,402,rrc04,slammer,normal,0
2003-01-05 05:09:00+00:00,234,21,5.111111111111111,10.0,0.9453238741143483,2,19,255,rrc04,slammer,normal,0
2003-01-05 05:12:00+00:00,164,26,5.371951219512195,9.0,1.0368543409996083,5,21,190,rrc04,slammer,normal,0
2003-01-05 05:15:00+00:00,300,20,5.193333333333333,10.0,1.1471510604778934,1,19,320,rrc04,slammer,normal,0
2003-01-05 05:18:00+00:00,615,104,5.391869918699187,10.0,1.1565011359215338,10,91,719,rrc04,slammer,normal,0
2003-01-05 05:21:00+00:00,477,75,5.146750524109015,12.0,1.0418169333752645,3,71,552,rrc04,slammer,normal,0
2003-01-05 05:24:00+00:00,235,81,5.6,11.0,1.6430381821750544,24,57,316,rrc04,slammer,normal,0
2003-01-05 05:27:00+00:00,445,133,5.186516853932584,10.0,0.984736434393266,41,92,578,rrc04,slammer,normal,0
2003-01-05 05:30:00+00:00,216,107,5.023148148148148,10.0,0.9049356925670221,12,95,323,rrc04,slammer,normal,0
2003-01-05 05:33:00+00:00,344,63,5.113372093023256,12.0,0.8966645045053391,4,59,407,rrc04,slammer,normal,0
2003-01-05 05:36:00+00:00,223,117,4.695067264573991,9.0,0.9065397030156144,14,101,340,rrc04,slammer,normal,0
2003-01-05 05:39:00+00:00,243,120,5.0,12.0,1.1932595328582971,16,103,363,rrc04,slammer,normal,0
2003-01-05 05:42:00+00:00,314,56,5.3789808917197455,13.0,1.1481101529042204,9,46,370,rrc04,slammer,normal,0
2003-01-05 05:45:00+00:00,315,79,5.428571428571429,12.0,1.222984713713677,11,68,394,rrc04,slammer,normal,0
2003-01-05 05:48:00+00:00,267,97,4.786516853932584,7.0,0.9731054976933582,4,93,364,rrc04,slammer,normal,0
2003-01-05 05:51:00+00:00,311,16,5.366559485530547,9.0,1.0762149623450223,1,15,327,rrc04,slammer,normal,0
2003-01-05 05:54:00+00:00,197,20,4.898477157360406,9.0,0.9610948260742226,6,14,217,rrc04,slammer,normal,0
2003-01-05 05:57:00+00:00,408,98,5.196078431372549,11.0,1.0293650783064068,8,90,506,rrc04,slammer,normal,0
2003-01-05 06:00:00+00:00,410,68,4.912195121951219,9.0,1.1096462020097853,11,51,478,rrc04,slammer,normal,0
2003-01-05 06:03:00+00:00,628,129,4.936305732484076,12.0,1.2877746007944149,14,113,757,rrc04,slammer,normal,0
2003-01-05 06:06:00+00:00,267,51,4.771535580524344,11.0,1.1135254107986607,6,44,318,rrc04,slammer,normal,0
2003-01-05 06:09:00+00:00,314,125,4.761146496815287,11.0,1.1301964026110634,27,98,439,rrc04,slammer,normal,0
2003-01-05 06:12:00+00:00,223,99,5.183856502242152,15.0,1.891047925737288,10,83,322,rrc04,slammer,normal,0
2003-01-05 06:15:00+00:00,347,158,4.956772334293948,20.0,2.2853698235929074,60,98,505,rrc04,slammer,normal,0
2003-01-05 06:18:00+00:00,205,42,5.492682926829269,19.0,1.782351179967881,7,34,247,rrc04,slammer,normal,0
2003-01-05 06:21:00+00:00,289,181,4.927335640138408,10.0,1.2745499897112837,86,94,470,rrc04,slammer,normal,0
2003-01-05 06:24:00+00:00,292,77,5.078767123287672,10.0,1.2567466644654957,5,72,369,rrc04,slammer,normal,0
2003-01-05 06:27:00+00:00,298,75,4.919463087248322,9.0,0.9233494508413337,12,62,373,rrc04,slammer,normal,0
2003-01-05 06:30:00+00:00,523,34,5.103250478011472,11.0,1.3761311871821436,4,30,557,rrc04,slammer,normal,0
2003-01-05 06:33:00+00:00,209,30,5.047846889952153,9.0,1.0248620658748546,3,27,239,rrc04,slammer,normal,0
2003-01-05 06:36:00+00:00,276,103,4.927536231884058,10.0,1.2255592107776894,6,97,379,rrc04,slammer,normal,0
