num_announcements,num_withdrawals,avg_as_path_length,max_as_path_length,std_as_path_length,duplicate_withdrawals,unique_withdrawn_prefixes,total_records,label
2393.0,623.0,5.381111575428332,15.0,1.5845612014341426,159.0,434.0,3016.0,1
1926.0,359.0,5.129283489096573,17.0,1.528002451164857,93.0,245.0,2285.0,1
1523.0,349.0,4.844386080105056,13.0,1.6355616922742462,35.0,143.0,1872.0,0
7226.0,1121.0,4.774979241627457,16.0,2.4061721839606727,147.0,233.0,8347.0,1
2614.0,519.0,5.701606732976281,20.0,1.806988606471536,71.0,110.0,3133.0,0
19191.0,1926.0,4.483924756396228,25.0,1.3862435344675623,914.0,954.0,21117.0,1
34418.0,1675.0,4.562351095357081,30.0,1.6273018450623875,73.0,1097.0,36093.0,1
8680.0,856.0,4.816705069124424,19.0,1.9637081025687395,150.0,254.0,9536.0,1
11446.0,1558.0,4.436571728114625,17.0,1.6134766580172093,244.0,375.0,13004.0,1
3134.0,409.0,5.822271857051691,15.0,2.7202005810494208,71.0,109.0,3543.0,0
847.0,81.0,5.851239669421488,16.0,1.827009801574615,4.0,75.0,928.0,0
23558.0,3464.0,4.747813906104083,18.0,1.9697901192395224,491.0,780.0,27022.0,1
14991.0,2940.0,5.003935694750184,17.0,1.8508304073718085,446.0,640.0,17931.0,1
5543.0,785.0,4.954356846473029,20.0,1.860624992336377,116.0,312.0,6328.0,1
10549.0,1474.0,4.371883590861693,15.0,1.700431842042246,241.0,416.0,12023.0,1
14173.0,1504.0,4.287730191208636,20.0,1.3657014674327512,235.0,456.0,15677.0,1
16041.0,1747.0,4.509444548344867,15.0,1.6059474888308456,352.0,742.0,17788.0,1
47677.0,37600.0,3.919772636701136,16.0,1.2938382657028196,391.0,36615.0,85277.0,1
329.0,99.0,6.781155015197569,17.0,3.4360166204621114,26.0,51.0,428.0,0
186.0,57.0,4.811827956989247,9.0,1.3001529655552315,14.0,32.0,243.0,0
2226.0,204.0,5.548517520215634,15.0,2.535751562621828,43.0,56.0,2430.0,0
7555.0,1262.0,5.37511581733951,15.0,2.5801492826582915,203.0,327.0,8817.0,1
2981.0,599.0,5.247567930224757,14.0,1.4612626216200455,69.0,193.0,3580.0,0
1169.0,190.0,4.863130881094953,12.0,1.4565567929771326,41.0,102.0,1359.0,0
142087.0,4305.0,5.60765587281032,31.0,1.93769199388334,615.0,3239.0,146392.0,1
10905.0,1944.0,5.00861989912884,17.0,1.857539495785417,285.0,783.0,12849.0,1
76530.0,13462.0,5.941839801385078,28.0,1.7944996647692593,4221.0,5713.0,89992.0,1
13642.0,23898.0,5.680178859404779,16.0,1.3734454731232684,6367.0,6486.0,37540.0,1
1993.0,827.0,5.455092824887105,15.0,1.7666462692218958,92.0,110.0,2820.0,0
1790.0,205.0,4.351955307262569,13.0,1.567168060498342,27.0,44.0,1995.0,0
1316.0,138.0,5.311550151975684,14.0,1.762550401894171,28.0,49.0,1454.0,0
358.0,71.0,4.569832402234637,14.0,1.3718582084085906,5.0,64.0,429.0,0
2547.0,233.0,4.5720455437769925,15.0,1.578159937355756,55.0,78.0,2780.0,0
893.0,73.0,5.076147816349384,14.0,1.3662144544679415,7.0,64.0,966.0,0
3541.0,1027.0,4.942671561705732,14.0,1.1762694449504547,140.0,164.0,4568.0,0
44128.0,81238.0,4.718138143582306,21.0,1.6768361338067783,131.0,80928.0,125366.0,1
15458.0,1758.0,5.45122266787424,21.0,2.3457694594885696,343.0,416.0,17216.0,1
5640.0,327.0,5.924822695035461,22.0,2.716710986760319,104.0,117.0,5967.0,0
915.0,86.0,5.591256830601093,13.0,1.569215478572349,17.0,60.0,1001.0,0
373.0,103.0,5.571045576407506,13.0,1.9657709620234467,12.0,80.0,476.0,0
528.0,119.0,5.386363636363637,18.0,2.219567686792508,24.0,93.0,647.0,0
2654.0,291.0,5.421250941974378,15.0,2.442638190336315,80.0,102.0,2945.0,0
25690.0,3815.0,5.125574153367069,17.0,1.7617193398372155,703.0,1084.0,29505.0,1
288.0,47.0,5.65625,24.0,2.877697255281652,11.0,35.0,335.0,0
3073.0,617.0,5.106410673608852,17.0,2.172379623368797,73.0,164.0,3690.0,0
9669.0,2143.0,5.063191643396421,21.0,2.2009501118278134,336.0,429.0,11812.0,1
11988.0,1937.0,4.715465465465465,15.0,1.825432349286157,348.0,601.0,13925.0,1
17276.0,3692.0,4.68956934475573,18.0,1.917162714303206,606.0,976.0,20968.0,1
6987.0,866.0,4.824245026477745,15.0,1.9729156829536487,153.0,285.0,7853.0,1
6828.0,1877.0,5.41315172817809,15.0,1.4783884938617775,252.0,272.0,8705.0,1
14184.0,2917.0,4.68824027072758,18.0,1.8646645671300068,373.0,612.0,17101.0,1
3024.0,636.0,5.02744708994709,13.0,1.30433773302918,125.0,150.0,3660.0,1
713.0,93.0,5.697054698457223,15.0,1.665828416307064,22.0,63.0,806.0,0
18680.0,4778.0,5.287901498929336,16.0,1.8025627981463328,700.0,1306.0,23458.0,1
6858.0,1503.0,5.603091280256635,15.0,1.7401815749520646,252.0,282.0,8361.0,1
6497.0,1165.0,4.657226412190242,16.0,1.713136921838755,153.0,361.0,7662.0,1
9693.0,1220.0,4.904776642938203,16.0,1.7136704896625858,213.0,335.0,10913.0,1
4740.0,814.0,4.5886075949367084,15.0,1.7670080561476906,129.0,261.0,5554.0,1
2077.0,293.0,4.82956186807896,13.0,1.9517118273344367,62.0,78.0,2370.0,0
1575.0,153.0,5.030476190476191,13.0,1.6048610962703271,9.0,142.0,1728.0,0
560.0,97.0,5.008928571428571,19.0,1.3880583542841272,31.0,66.0,657.0,0
7555.0,1262.0,5.37511581733951,15.0,2.5801492826582915,203.0,327.0,8817.0,1
965.0,94.0,5.551295336787565,11.0,1.0434651722151165,26.0,59.0,1059.0,0
13912.0,2791.0,4.67308798159862,16.0,1.6160584522083012,425.0,646.0,16703.0,1
1285.0,338.0,5.357976653696498,17.0,1.8219010764936936,88.0,246.0,1623.0,1
284.0,36.0,5.73943661971831,16.0,2.0681337353738494,7.0,27.0,320.0,0
289.0,48.0,4.809688581314879,13.0,1.755399846969797,17.0,18.0,337.0,1
3728.0,760.0,5.5625,17.0,1.875514056856896,186.0,526.0,4488.0,1
3883.0,316.0,4.851661086788566,13.0,1.755060142130619,52.0,125.0,4199.0,0
1399.0,191.0,5.513938527519657,16.0,2.519328881259184,39.0,59.0,1590.0,0
2331.0,192.0,5.491634491634492,16.0,1.9186128972294587,40.0,143.0,2523.0,0
8135.0,1471.0,4.676828518746159,21.0,1.8011599818913273,281.0,409.0,9606.0,1
285.0,64.0,5.729824561403508,13.0,2.2307236582321748,13.0,41.0,349.0,0
3169.0,510.0,4.653202903124014,15.0,1.5175287985135102,72.0,109.0,3679.0,0
2338.0,345.0,5.131736526946108,12.0,1.9153855867630745,25.0,181.0,2683.0,1
3234.0,795.0,5.362708719851577,14.0,1.617539022613239,153.0,625.0,4029.0,1
7268.0,1441.0,4.569207484865163,15.0,1.5823648309811251,254.0,360.0,8709.0,1
44336.0,15377.0,4.175094731143991,18.0,1.2344096292771158,2484.0,2695.0,59713.0,1
1736.0,228.0,4.514976958525345,17.0,2.035911830368867,42.0,60.0,1964.0,0
14139.0,1903.0,4.841219322441474,16.0,1.636552411782725,373.0,699.0,16042.0,1
208.0,45.0,5.110576923076923,15.0,1.907042528529792,6.0,38.0,253.0,0
6494.0,1040.0,6.444718201416692,21.0,2.718766801662376,161.0,335.0,7534.0,1
459.0,37.0,4.856209150326797,15.0,1.097144048432089,5.0,29.0,496.0,0
4585.0,1036.0,4.483969465648855,16.0,1.7029752497783783,226.0,277.0,5621.0,1
2190.0,455.0,5.2853881278538815,15.0,2.502476619854502,67.0,128.0,2645.0,0
947.0,190.0,6.081309398099261,24.0,2.250129452182718,60.0,115.0,1137.0,0
5833.0,716.0,4.979084519115378,15.0,1.4557563406897005,179.0,211.0,6549.0,1
67007.0,2517.0,5.430208784156879,31.0,1.63035004523669,855.0,1052.0,69524.0,1
454.0,74.0,5.400881057268722,13.0,1.562951888894217,18.0,53.0,528.0,0
5202.0,1241.0,6.169742406766629,18.0,3.519897782989741,163.0,538.0,6443.0,1
25486.0,513.0,4.643608255512831,24.0,1.4717232443786894,126.0,309.0,25999.0,1
265.0,37.0,5.871698113207547,24.0,4.030842290296375,7.0,29.0,302.0,0
313.0,99.0,6.875399361022364,22.0,2.984593333181664,27.0,64.0,412.0,0
5060.0,713.0,4.569169960474309,15.0,1.7730297484531945,173.0,242.0,5773.0,0
2605.0,873.0,5.264875239923224,18.0,1.8211000540057647,287.0,568.0,3478.0,1
34113.0,2584.0,4.624717849500191,16.0,1.5616737879787326,421.0,1041.0,36697.0,1
2473.0,411.0,5.639708855640922,22.0,2.464628919293215,55.0,129.0,2884.0,0
300.0,72.0,5.463333333333333,11.0,1.424308799227034,1.0,71.0,372.0,0
394.0,71.0,5.269035532994923,15.0,2.1275818794019985,14.0,45.0,465.0,0
7997.0,674.0,4.878704514192823,18.0,1.6107500941473054,85.0,314.0,8671.0,0
1975.0,694.0,5.405569620253164,16.0,1.8280706761642875,187.0,492.0,2669.0,1
5689.0,202.0,4.813148180699596,17.0,2.027338919992592,37.0,57.0,5891.0,0
7313.0,1391.0,5.361137699986326,18.0,1.7089317945268854,402.0,921.0,8704.0,1
2092.0,413.0,5.231357552581262,17.0,2.245030942198698,88.0,110.0,2505.0,0
1283.0,188.0,5.385035074045207,17.0,2.165374918426659,46.0,57.0,1471.0,0
5858.0,638.0,4.843632639125982,16.0,1.5389984182410588,110.0,223.0,6496.0,0
1274.0,289.0,5.077708006279435,21.0,1.715957725676692,36.0,246.0,1563.0,0
55898.0,5341.0,5.521897026727253,31.0,1.7919324279030806,1437.0,3387.0,61239.0,1
7340.0,886.0,4.8535422343324255,19.0,1.5958716281912693,181.0,281.0,8226.0,1
12966.0,2161.0,5.037868270862255,20.0,2.700318002179701,325.0,426.0,15127.0,1
13507.0,2483.0,4.303990523432295,21.0,1.566941530745462,489.0,680.0,15990.0,1
1669.0,323.0,6.92690233672858,20.0,3.286689214795949,25.0,293.0,1992.0,0
10071.0,1467.0,4.646906960579883,14.0,1.8219962829138945,225.0,522.0,11538.0,1
10624.0,3893.0,6.067018072289157,18.0,1.990713642617217,652.0,852.0,14517.0,1
20394.0,2397.0,4.659017358046484,18.0,1.6274709520924302,427.0,706.0,22791.0,1
8900.0,1726.0,4.761573033707865,16.0,1.836033156096059,222.0,752.0,10626.0,1
3092.0,692.0,4.9055627425614485,18.0,1.7193466072220078,209.0,471.0,3784.0,1
16041.0,1747.0,4.509444548344867,15.0,1.6059474888308458,352.0,742.0,17788.0,1
3671.0,333.0,5.209207300463089,17.0,1.792667105439445,46.0,109.0,4004.0,0
2547.0,537.0,4.8688653317628585,14.0,1.7894908744216378,96.0,138.0,3084.0,0
336.0,84.0,5.589285714285714,16.0,2.158400965504592,6.0,68.0,420.0,0
1859.0,265.0,5.1178052716514255,16.0,1.4056675884749732,47.0,203.0,2124.0,1
3126.0,704.0,5.511836212412028,16.0,1.879874730391473,109.0,125.0,3830.0,0
8677.0,825.0,5.434481963812377,21.0,2.2462241632138387,117.0,244.0,9502.0,0
38551.0,958.0,4.797514980156157,23.0,1.4003838723314752,187.0,369.0,39509.0,1
1689.0,226.0,4.902309058614565,13.0,1.4523986396881643,34.0,50.0,1915.0,0
445.0,88.0,6.379775280898876,24.0,4.053246161274116,17.0,63.0,533.0,0
233.0,73.0,5.141630901287554,14.0,1.7992919211218088,19.0,47.0,306.0,0
1031.0,124.0,5.338506304558681,16.0,1.888980064352164,12.0,110.0,1155.0,0
1522.0,132.0,5.0847568988173455,13.0,1.90373903484194,20.0,51.0,1654.0,0
1972.0,371.0,5.6424949290060855,26.0,2.5358443473986965,66.0,94.0,2343.0,0
12981.0,2139.0,4.623757799861336,18.0,1.953043113967732,392.0,537.0,15120.0,1
408.0,150.0,6.941176470588236,13.0,2.6561933893825027,35.0,91.0,558.0,0
168567.0,16754.0,5.610350780401858,32.0,1.8344697990250327,4225.0,8076.0,185321.0,1
186.0,90.0,5.32258064516129,10.0,1.349323130374272,3.0,87.0,276.0,0
268.0,113.0,6.1940298507462686,15.0,2.2006702233512305,12.0,101.0,381.0,0
896.0,143.0,4.650669642857143,13.0,1.7390151404520031,23.0,38.0,1039.0,0
1993.0,276.0,4.938283993978926,13.0,2.198550009240331,61.0,113.0,2269.0,0
7726.0,2454.0,5.15324877038571,21.0,2.635225874525265,454.0,621.0,10180.0,1
1968.0,333.0,4.864329268292683,13.0,1.4967403461990711,54.0,267.0,2301.0,0
4061.0,750.0,5.188623491750801,19.0,1.8578857803546087,145.0,210.0,4811.0,1
1758.0,457.0,5.878839590443686,16.0,2.6240760693484577,83.0,97.0,2215.0,0
4133.0,506.0,5.826760222598597,26.0,2.3890811546408592,75.0,111.0,4639.0,0
516.0,99.0,5.726744186046512,12.0,1.7188371149071913,35.0,63.0,615.0,0
51354.0,531.0,5.400436188028197,22.0,1.6832301744957945,71.0,359.0,51885.0,0
1734.0,427.0,4.742791234140715,17.0,1.323482546104187,134.0,243.0,2161.0,1
4347.0,442.0,5.148608235564757,15.0,1.821073828058149,63.0,103.0,4789.0,0
6973.0,1344.0,4.9695970170658255,14.0,2.065316438271218,238.0,385.0,8317.0,1
613.0,87.0,5.548123980424143,14.0,1.7362042295057958,27.0,47.0,700.0,0
2250.0,474.0,4.739111111111111,13.0,2.0048672133609937,105.0,137.0,2724.0,0
17780.0,178.0,4.118728908886389,15.0,1.3088855131235175,56.0,69.0,17958.0,0
15458.0,1758.0,5.45122266787424,21.0,2.3457694594885696,343.0,416.0,17216.0,1
3878.0,340.0,4.774368231046932,15.0,1.99610064707048,82.0,164.0,4218.0,0
135869.0,1589.0,3.952689723189248,22.0,1.6541799690706451,296.0,616.0,137458.0,1
52573.0,3475.0,4.377113727578795,22.0,1.1259602870232883,1723.0,1726.0,56048.0,1
3622.0,353.0,5.023191606847046,17.0,1.8612895122853887,65.0,153.0,3975.0,0
17087.0,1542.0,4.59635980570024,15.0,1.564909986432301,264.0,430.0,18629.0,1
3143.0,727.0,5.463569837734648,18.0,1.684990046281475,204.0,493.0,3870.0,1
1813.0,270.0,4.95311638168781,15.0,2.040815581162936,47.0,71.0,2083.0,0
8747.0,2130.0,4.979078541214131,16.0,2.4049597054324794,486.0,575.0,10877.0,1
1814.0,397.0,5.800441014332966,17.0,2.184408978167013,113.0,275.0,2211.0,1
4703.0,1620.0,5.3565809058048055,16.0,1.7279957590161592,347.0,385.0,6323.0,0
434.0,38.0,5.2695852534562215,14.0,1.5129689167966,11.0,25.0,472.0,0
420.0,55.0,5.6571428571428575,14.0,1.9127570299916068,4.0,46.0,475.0,0
11995.0,16378.0,3.657023759899958,15.0,1.551532361129006,7867.0,8421.0,28373.0,1
1298.0,186.0,5.191833590138675,17.0,1.6605718277485235,50.0,131.0,1484.0,0
15943.0,3517.0,5.061468983252838,17.0,2.0917270638857017,480.0,832.0,19460.0,1
253.0,32.0,4.928853754940712,12.0,1.5764062892823862,4.0,28.0,285.0,0
6014.0,1161.0,5.711173927502494,21.0,3.0707029618247352,169.0,296.0,7175.0,1
7033.0,857.0,5.506185127257216,21.0,2.216363691870125,208.0,274.0,7890.0,1
11458.0,2628.0,5.204573223948333,20.0,1.8233297462354872,369.0,472.0,14086.0,1
2267.0,367.0,5.288045875606528,15.0,1.8729973623049017,68.0,258.0,2634.0,0
1482.0,170.0,5.9298245614035086,19.0,1.8162376310698287,54.0,111.0,1652.0,0
4176.0,1153.0,5.055795019157088,14.0,2.017642477920908,173.0,206.0,5329.0,1
629.0,39.0,6.015898251192369,15.0,1.963029122208642,6.0,31.0,668.0,0
5253.0,855.0,5.9130020940415005,23.0,2.187796569087974,156.0,657.0,6108.0,1
7274.0,1427.0,5.326367885620017,20.0,1.5661213663420266,245.0,286.0,8701.0,1
211.0,82.0,5.81042654028436,13.0,1.8193497375030687,29.0,36.0,293.0,1
318.0,28.0,5.578616352201258,15.0,2.4259696830605346,5.0,16.0,346.0,1
486.0,182.0,5.179012345679013,15.0,1.7970173768003694,25.0,150.0,668.0,0
15802.0,1171.0,4.375711935198076,20.0,1.7853841030543327,188.0,328.0,16973.0,1
920.0,102.0,5.9728260869565215,19.0,2.366046200294526,12.0,89.0,1022.0,0
675.0,94.0,5.691851851851852,16.0,2.2594346015746654,20.0,71.0,769.0,0
5444.0,667.0,4.923952975753123,14.0,1.736738168471842,109.0,208.0,6111.0,1
9693.0,1220.0,4.904776642938203,16.0,1.7136704896625858,213.0,335.0,10913.0,1
19925.0,4583.0,3.8296110414052698,15.0,1.5486510823728334,743.0,893.0,24508.0,1
1379.0,340.0,4.841189267585206,14.0,1.98949752413782,53.0,76.0,1719.0,0
7983.0,352.0,4.028310159088062,15.0,1.624440735877294,37.0,136.0,8335.0,0
2268.0,317.0,4.777777777777778,15.0,1.666137482126683,39.0,114.0,2585.0,0
281445.0,33360.0,5.596525075947343,53.0,1.7313080507960297,7055.0,18989.0,314805.0,1
1488.0,145.0,5.766129032258065,15.0,2.754836034095047,36.0,52.0,1633.0,0
884.0,160.0,4.610859728506787,11.0,1.6884407873956089,9.0,149.0,1044.0,0
8938.0,1904.0,5.633586932199597,19.0,1.9665756256845424,506.0,1289.0,10842.0,1
4218.0,1115.0,5.200331910858226,15.0,1.6510208873427692,256.0,335.0,5333.0,0
970.0,103.0,5.371134020618556,14.0,1.8135775865539487,24.0,55.0,1073.0,0
15430.0,1775.0,4.770058327932599,15.0,2.0313831801497373,328.0,540.0,17205.0,1
402.0,52.0,5.348258706467662,19.0,2.0559607437490466,6.0,44.0,454.0,0
63669.0,4375.0,4.3440763951059385,22.0,1.0967671077975982,1994.0,2007.0,68044.0,1
8445.0,1411.0,4.915689757252812,19.0,1.865011459770601,232.0,417.0,9856.0,1
2398.0,442.0,5.100083402835696,20.0,1.701196652778847,66.0,121.0,2840.0,0
7148.0,1703.0,4.747341913822048,14.0,1.6810482636557922,285.0,397.0,8851.0,1
21620.0,1595.0,4.236632747456059,18.0,1.9358990728734315,349.0,453.0,23215.0,1
184.0,35.0,5.146739130434782,11.0,1.610154670328864,6.0,25.0,219.0,0
289.0,76.0,6.221453287197232,15.0,2.584105655774441,10.0,60.0,365.0,0
170.0,26.0,5.476470588235294,15.0,2.0471010813758665,3.0,21.0,196.0,0
6135.0,770.0,5.105134474327628,14.0,1.5493610568370249,197.0,244.0,6905.0,0
3434.0,171.0,4.6144437973209085,13.0,1.2143007780739532,29.0,41.0,3605.0,0
21012.0,479.0,4.531125071387779,20.0,1.4266881218126817,76.0,265.0,21491.0,1
12517.0,3100.0,4.86602220979468,15.0,2.388427788512096,506.0,735.0,15617.0,1
561.0,209.0,5.033868092691622,18.0,2.0459762285272283,80.0,126.0,770.0,0
5597.0,1015.0,5.000536001429337,22.0,2.16543734235995,182.0,291.0,6612.0,1
12262.0,1914.0,5.759990213668243,21.0,1.5963752367458357,602.0,733.0,14176.0,1
1737.0,227.0,4.896948762233737,16.0,1.5164714195036673,47.0,165.0,1964.0,0
675.0,115.0,5.5525925925925925,13.0,1.6514339281982766,29.0,83.0,790.0,0
1534.0,59.0,5.865710560625815,15.0,1.3938625891846834,17.0,32.0,1593.0,0
33268.0,4982.0,5.177497895875916,22.0,2.309749496267328,737.0,1274.0,38250.0,1
168.0,36.0,6.261904761904762,15.0,2.7216899845283784,9.0,25.0,204.0,0
5085.0,388.0,3.6761061946902656,15.0,1.429809546672261,57.0,74.0,5473.0,0
2701.0,579.0,5.489448352462051,20.0,2.1176913234222146,194.0,375.0,3280.0,1
323.0,160.0,5.860681114551084,16.0,1.992812666173285,45.0,82.0,483.0,0
3083.0,286.0,5.81414206941291,18.0,2.174849859725845,37.0,134.0,3369.0,0
309.0,61.0,4.650485436893204,14.0,1.4683857539079523,5.0,52.0,370.0,0
1008.0,169.0,5.587301587301587,13.0,1.426894959871054,26.0,140.0,1177.0,0
374771.0,35395.0,3.883600918961179,21.0,1.3786123979410252,46.0,35306.0,410166.0,0
440.0,63.0,5.093181818181818,12.0,1.4702964647358967,10.0,41.0,503.0,0
5124.0,927.0,5.403786104605777,18.0,1.9422561137480343,249.0,653.0,6051.0,1
12901.0,2040.0,4.459189210138749,17.0,1.531210660321787,376.0,458.0,14941.0,1
7405.0,1409.0,4.95962187711006,21.0,2.266478466162156,249.0,316.0,8814.0,1
574.0,252.0,5.7770034843205575,9.0,1.2150740546057317,61.0,93.0,826.0,0
6194.0,1721.0,5.407814013561511,19.0,2.150679349975261,238.0,322.0,7915.0,1
2271.0,322.0,5.376486129458389,19.0,2.75501259340752,69.0,82.0,2593.0,0
3137.0,530.0,5.15620019126554,17.0,1.9495928566630616,69.0,205.0,3667.0,1
45740.0,468.0,4.778508963707914,24.0,1.3720066141791087,66.0,353.0,46208.0,1
6014.0,1161.0,5.711173927502494,21.0,3.0707029618247352,169.0,296.0,7175.0,1
5390.0,1041.0,5.539703153988868,18.0,2.1140489304513643,278.0,716.0,6431.0,1
1384.0,274.0,5.66257225433526,15.0,2.3745126124140543,49.0,65.0,1658.0,0
2594.0,24.0,6.885119506553585,16.0,1.5843983962157315,3.0,20.0,2618.0,0
23558.0,3464.0,4.747813906104083,18.0,1.9697901192395224,491.0,780.0,27022.0,1
334.0,101.0,5.727544910179641,9.0,1.4967095514882005,14.0,83.0,435.0,0
14090.0,1570.0,4.272533711852377,20.0,1.67424168075293,331.0,549.0,15660.0,1
4042.0,474.0,5.895596239485403,17.0,2.68593297124896,66.0,109.0,4516.0,0
310.0,48.0,5.583870967741936,19.0,2.7222614856501024,8.0,37.0,358.0,0
8252.0,1742.0,4.515511391177896,21.0,1.9109797853282635,236.0,362.0,9994.0,1
4312.0,261.0,5.943181818181818,16.0,2.3658379348378937,42.0,68.0,4573.0,0
2139.0,153.0,5.315100514258999,15.0,1.735639974553099,33.0,59.0,2292.0,0
7323.0,1428.0,5.389457872456643,15.0,1.845280901911151,244.0,304.0,8751.0,0
313.0,62.0,5.460063897763578,17.0,1.8998493287509444,12.0,44.0,375.0,0
637.0,148.0,5.384615384615385,13.0,1.893875625131751,6.0,140.0,785.0,0
12908.0,2171.0,4.525333126743105,17.0,1.4575045444257162,431.0,616.0,15079.0,1
1866.0,281.0,5.715969989281886,14.0,2.300270743922988,31.0,78.0,2147.0,0
2350.0,435.0,5.329787234042553,15.0,1.7849745088610758,132.0,287.0,2785.0,1
12539.0,1297.0,5.10176250099689,20.0,2.5010110571959894,326.0,700.0,13836.0,1
419.0,56.0,4.670644391408114,13.0,1.6236240188812536,16.0,36.0,475.0,0
45159.0,2333.0,4.4269359374654,20.0,1.1330836825351949,1065.0,1100.0,47492.0,1
13923.0,691.0,4.694965165553401,21.0,1.8889578668532856,97.0,188.0,14614.0,0
2269.0,132.0,4.664609960334949,19.0,2.01687112640074,20.0,38.0,2401.0,0
21620.0,1595.0,4.236632747456059,18.0,1.9358990728734315,349.0,453.0,23215.0,1
2644.0,527.0,5.515128593040847,13.0,1.5488020425880609,117.0,177.0,3171.0,1
12262.0,1914.0,5.759990213668243,21.0,1.5963752367458357,602.0,733.0,14176.0,1
451.0,83.0,5.401330376940133,11.0,1.547732195342833,10.0,64.0,534.0,0
2049.0,479.0,5.288433382137628,21.0,2.501198919073678,64.0,79.0,2528.0,0
1560.0,295.0,4.603205128205128,14.0,1.9721431746990792,42.0,140.0,1855.0,0
15224.0,148.0,4.47970310036784,15.0,0.8246772110935018,39.0,92.0,15372.0,0
41061.0,4727.0,4.323591729378242,15.0,1.085038168535047,2245.0,2254.0,45788.0,1
9742.0,2381.0,5.990659002258263,15.0,1.816181909533368,601.0,785.0,12123.0,1
2106.0,563.0,4.71272554605888,17.0,1.4237836906635224,205.0,351.0,2669.0,1
392.0,128.0,6.040816326530612,18.0,2.043747894447839,21.0,97.0,520.0,0
9153.0,817.0,4.968207145198296,15.0,1.65154557421377,123.0,214.0,9970.0,1
11367.0,1862.0,4.845957596551421,14.0,1.7134184884242785,293.0,424.0,13229.0,1
12085.0,2238.0,4.826148117501035,20.0,2.016804396750294,324.0,449.0,14323.0,1
5960.0,1858.0,6.545805369127517,16.0,3.3792074230145164,194.0,548.0,7818.0,1
832.0,167.0,5.350961538461538,13.0,1.3977657441230225,17.0,146.0,999.0,0
2345.0,677.0,5.294243070362473,18.0,2.016242391747928,104.0,130.0,3022.0,0
458.0,101.0,4.91703056768559,15.0,1.8985441225032973,35.0,63.0,559.0,0
200.0,63.0,5.47,12.0,1.7375557545011326,11.0,42.0,263.0,0
42206.0,2123.0,5.215703928351419,33.0,1.739913842961479,368.0,1417.0,44329.0,1
1833.0,356.0,5.26241134751773,21.0,2.18744871555115,54.0,263.0,2189.0,0
6187.0,1109.0,4.685954420559237,20.0,1.6815684489620957,190.0,280.0,7296.0,1
9755.0,1016.0,5.690107637109175,17.0,2.54533865849228,194.0,307.0,10771.0,1
1973.0,107.0,4.210846426761277,15.0,1.3860297626762872,5.0,100.0,2080.0,0
1247.0,425.0,5.130713712910986,15.0,2.123246229422821,58.0,94.0,1672.0,0
243.0,34.0,5.621399176954733,15.0,2.2084468634034846,6.0,27.0,277.0,0
3163.0,296.0,4.747075561176099,16.0,1.815002331880035,43.0,62.0,3459.0,0
4616.0,252.0,5.022530329289428,13.0,1.8532406885705308,46.0,88.0,4868.0,0
9285.0,1555.0,4.806892837910609,18.0,2.2992766266259443,189.0,415.0,10840.0,1
918.0,43.0,5.606753812636166,16.0,2.14278902366944,13.0,23.0,961.0,0
6646.0,1711.0,4.982395425820042,16.0,2.019873435311391,484.0,622.0,8357.0,1
288.0,50.0,5.284722222222222,11.0,1.2701880571857396,14.0,35.0,338.0,0
5315.0,784.0,4.385512699905926,12.0,1.6687648148044707,118.0,204.0,6099.0,1
5829.0,838.0,4.87699433865157,19.0,2.039782959199446,160.0,232.0,6667.0,1
595.0,110.0,5.008403361344538,11.0,1.272170105951282,9.0,97.0,705.0,0
2605.0,873.0,5.264875239923224,18.0,1.8211000540057647,287.0,568.0,3478.0,1
11961.0,1608.0,4.847922414513836,13.0,1.489431904017776,306.0,451.0,13569.0,1
6542.0,1484.0,4.850657291348211,21.0,2.0641312342023364,239.0,301.0,8026.0,1
13753.0,2379.0,5.477859376136116,17.0,1.0795289219066806,129.0,2107.0,16132.0,0
240.0,74.0,4.829166666666667,11.0,1.6482261087470844,18.0,43.0,314.0,1
3363.0,739.0,5.295866785608088,13.0,1.6628215426497084,126.0,148.0,4102.0,0
3891.0,405.0,4.57183243382164,15.0,1.7358802064575556,74.0,107.0,4296.0,0
1601.0,311.0,4.570893191755153,15.0,1.6461116948402796,43.0,58.0,1912.0,0
534.0,110.0,4.681647940074907,16.0,1.6340708511156408,9.0,98.0,644.0,0
3728.0,760.0,5.5625,17.0,1.875514056856896,186.0,526.0,4488.0,1
761.0,123.0,6.316688567674113,15.0,2.2888285096035266,39.0,54.0,884.0,0
20394.0,2397.0,4.659017358046484,18.0,1.6274709520924302,427.0,706.0,22791.0,1
1801.0,48.0,4.900055524708495,15.0,1.778708362674706,3.0,43.0,1849.0,0
18188.0,341.0,4.272817242137673,22.0,1.3150237597481076,51.0,64.0,18529.0,0
2074.0,226.0,5.168756027000964,17.0,2.1283474276267653,34.0,87.0,2300.0,0
943.0,185.0,4.993637327677624,24.0,2.171335926861868,19.0,155.0,1128.0,0
5707.0,492.0,5.036446469248292,20.0,2.289018095913556,52.0,231.0,6199.0,0
43976.0,7905.0,4.964344187738766,26.0,1.919520069405956,1221.0,1985.0,51881.0,1
6366.0,916.0,5.071316368206094,18.0,1.5880098951476276,233.0,414.0,7282.0,1
1868.0,296.0,4.973768736616703,17.0,1.947891116286269,60.0,218.0,2164.0,0
